Image,Label
42690,51
4090,296
47124,17
27345,370
39089,38
60704,154
12741,2
51996,355
37231,50
4615,0
36071,73
45362,55
14645,47
746,51
44361,107
21748,240
13644,354
32540,11
33734,0
60565,23
60819,343
42814,4
22959,354
54030,344
56066,44
17535,131
22220,253
60292,96
22492,200
3507,38
37560,130
31180,2
13568,16
50575,344
20817,9
53743,65
12838,85
53781,17
19730,2
11573,47
6211,269
35040,24
32207,60
51330,299
21039,53
65842,192
43456,14
29163,9
25928,137
61217,237
65067,18
22342,25
53732,117
3574,159
17606,38
31024,218
8462,230
37519,83
34976,80
29945,230
50029,18
3539,50
59326,18
32866,276
32198,137
47182,138
27328,96
27444,65
47210,241
14058,56
24422,121
27932,74
42028,154
15650,344
8176,154
7602,5
45779,228
4948,70
33970,138
49376,21
60009,4
66209,237
10707,15
24085,117
45649,50
54813,3
2112,60
55418,18
47758,706
24307,22
40236,154
7072,56
31017,312
66164,237
34846,4
47536,59
27814,5
25239,85
49387,160
20027,81
3523,15
38632,9
6997,18
50817,28
60644,19
37708,236
36440,15
3662,24
36403,32
18734,122
37401,41
24345,160
29472,121
47501,50
15283,41
22110,18
56744,218
9369,4
51459,55
34586,119
37791,107
27001,268
45146,137
25880,41
62585,35
44800,114
36111,14
17898,80
8054,145
13262,123
55076,240
34577,9
59028,62
24172,11
16976,35
11389,145
35996,237
11550,9
9372,70
42446,71
48747,61
2355,26
8291,9
1955,53
1159,413
20142,62
44729,24
47862,343
18593,10
8418,70
7968,21
48905,83
45625,38
52991,130
25222,299
52750,64
37953,299
3233,18
19924,160
30781,32
39055,429
4624,17
52819,5
25988,58
32475,276
36077,134
33866,47
67102,154
35188,24
12939,130
19928,160
32266,220
30624,11
52097,0
3922,334
5726,25
21021,58
12856,625
48629,14
16508,15
30942,74
23432,123
11599,119
20525,38
703,60
26236,5
29956,62
51208,228
421,73
51492,413
2808,170
20913,137
4643,483
21110,354
19747,128
44354,9
47394,107
22389,47
52983,85
36813,70
17417,218
51613,343
1327,192
28400,18
45417,15
47557,5
22020,33
35822,5
59551,91
53878,145
31426,9
43935,477
12275,62
54127,16
33820,62
8975,137
30952,50
16450,329
31496,16
20766,0
10457,59
40976,504
63368,23
1834,22
45704,27
52127,9
56624,289
22585,159
1078,0
25801,333
46296,59
19578,96
39366,47
9086,170
32967,207
2992,0
1666,117
8240,0
41843,66
67702,652
25167,38
33121,131
30444,312
35731,218
33248,220
53267,4
32135,21
1837,38
35128,4
27500,4
39832,313
5101,138
2418,60
6865,22
62917,35
42428,50
38156,16
51529,28
37500,16
28741,378
17036,268
59467,4
5531,352
3445,24
11833,85
2688,9
45066,1
42589,16
13390,17
2037,0
7919,10
65072,276
30666,44
44719,16
27527,107
19306,26
15311,32
27733,18
2011,154
35260,41
18624,5
35725,227
18122,46
14045,38
41776,54
22937,0
42919,152
15122,299
39113,4
6508,55
24895,53
62143,343
44570,128
3452,34
14295,17
14700,0
16605,31
3117,55
5994,107
22223,27
5618,159
44007,504
33192,47
29908,70
27957,241
13106,47
18723,18
47405,24
344,34
10111,27
42519,148
10462,230
1540,24
22473,114
11004,9
1608,370
694,74
44245,47
30682,114
62068,3
32718,4
2869,26
45519,643
44806,48
23694,128
41074,0
26193,352
11543,28
39376,65
4628,344
32671,58
11688,207
52776,344
33929,9
2422,26
31211,137
27300,64
26181,186
28402,8
57198,41
1869,4
54326,60
28898,137
46952,152
54649,138
38394,2
31232,429
44314,11
19897,2
42204,0
21616,25
19524,451
27943,25
50310,451
4400,69
28453,26
46641,237
22717,38
5518,18
28336,403
23346,236
4092,38
38894,3
48661,344
32022,10
10491,9
12728,16
37149,504
23917,159
42572,11
9223,371
7618,49
32626,28
36261,123
36331,10
37421,11
21257,343
24921,59
57092,4
60770,44
31765,652
32236,28
8010,159
48425,69
5833,269
11852,67
19184,9
8684,56
17887,333
36238,145
31662,10
7840,706
47132,41
6207,312
39588,5
52857,22
9665,0
46547,4
42895,38
30597,4
21770,652
21009,138
482,12
56700,237
4494,138
27567,253
52577,26
49513,73
1263,299
42783,24
12297,333
15601,66
17730,1
21750,207
30347,0
21337,61
25458,313
4326,96
33690,228
560,370
47342,71
26756,137
10584,22
21608,50
46126,22
39866,159
43919,107
4371,403
57230,643
24837,4
32449,80
19489,148
54524,333
19670,122
21455,5
23201,1
44731,121
21875,24
4824,66
9786,227
33343,5
23904,9
64592,101
24183,378
32175,296
147,53
23574,18
18636,64
37056,130
41150,49
59926,138
4042,12
6077,18
44735,11
5613,299
10824,70
35070,218
32441,18
50859,49
35122,5
28107,59
982,1
54215,28
61832,0
57679,47
5202,1
16408,16
4802,19
53549,128
31416,85
36489,33
32131,28
12081,50
27618,99
15986,344
57242,4
53322,0
45036,0
53536,160
18923,0
16600,4
49382,36
67052,0
39775,71
66067,48
43411,220
57588,107
52180,41
19451,50
31009,187
1697,230
10055,107
59601,60
7679,14
27080,56
34861,16
38430,289
38337,329
45865,24
30424,5
65255,228
26697,99
22159,137
18008,313
7303,625
20284,344
17983,192
43755,0
1610,9
66350,23
54104,43
22275,299
12316,227
66696,652
49052,160
8795,1
18950,49
27472,69
7444,25
42524,96
59632,15
38939,134
37144,58
38157,111
16991,5
51513,131
19154,32
48776,287
66524,80
36079,18
55358,35
27028,25
46208,9
37090,60
38386,38
16753,11
62228,67
50049,41
12558,289
2414,17
15452,47
53135,66
7183,10
49948,128
1066,60
60508,60
56948,477
51905,0
43520,49
16579,45
858,0
42019,15
12324,59
44161,99
41026,137
21840,5
47054,5
1667,236
22231,0
42630,5
45769,10
12067,18
16006,186
76,55
19523,18
47943,5
30895,21
52366,71
16929,66
12751,12
42561,137
41379,81
44661,4
13129,237
61445,96
34343,5
56419,82
17165,8
47330,12
14217,10
34061,117
21664,35
20902,60
48965,370
60299,276
43050,91
41451,228
10310,137
1840,287
1649,28
22935,413
32562,160
25752,67
22390,16
34288,66
25138,344
11180,187
23498,152
7052,154
10226,378
37134,413
44695,41
42022,55
54241,0
14684,218
45122,165
28399,22
40401,9
66678,371
8282,12
28001,9
60123,643
42223,122
55122,48
44565,4
11880,42
19257,269
63283,138
36884,19
30116,354
20203,26
39617,80
22567,289
4197,652
38601,47
53981,218
24136,154
3314,5
29856,0
33071,137
48710,354
43402,0
31299,38
49026,354
20037,170
13942,119
13699,70
21548,0
3614,296
11238,429
36513,74
58556,34
5501,26
555,25
37506,28
32987,504
51485,2
23233,9
50998,378
55795,92
13740,23
40324,9
54112,9
54327,99
15562,137
2352,27
640,4
15753,79
29211,9
31076,371
12260,32
49875,36
24420,15
19356,32
12822,4
48608,187
54345,47
16693,85
16176,24
43689,73
12915,237
44234,370
55648,35
16140,9
8845,3
4614,130
45382,62
42975,42
67723,35
10535,10
12313,138
31463,128
3093,62
2298,16
56843,4
19839,25
46684,19
18383,24
3385,5
29197,12
21930,236
4551,154
49066,18
29274,237
46417,36
35434,61
32709,154
42266,114
30376,186
46517,17
31999,121
45777,62
8470,38
18203,352
55743,10
24849,71
20313,26
24167,187
34467,62
39632,18
47718,26
3729,70
4006,59
18029,47
11591,159
8667,28
37525,228
47805,15
17175,26
49783,334
50239,134
49323,130
30206,65
27188,107
66978,24
44101,62
14027,107
43992,25
54255,4
47312,5
31694,218
4166,2
56536,237
63671,160
13956,5
18189,49
23935,138
7921,5
46939,0
46855,101
38654,344
32243,60
20893,119
9142,64
6296,138
35663,3
22502,70
19784,9
59598,50
31195,24
2666,18
37209,134
33278,5
370,47
24326,237
34946,159
10563,38
48349,5
33484,137
33514,38
29404,35
37015,159
61718,35
63095,154
58379,23
28617,24
1264,51
22551,0
22209,55
19064,51
61130,26
65043,56
18523,71
45586,10
9365,0
58373,160
36189,71
56951,19
41559,16
5140,145
44951,5
18613,18
3779,9
22969,626
22832,138
1880,451
17787,4
17403,31
15767,137
32241,312
43775,0
6935,286
7734,299
42614,70
39923,257
29304,154
25280,269
48857,354
5083,137
37797,122
52738,24
41189,70
65739,74
65417,38
9090,145
27772,354
54229,4
66522,626
32337,101
44746,119
31241,92
8331,344
64248,160
33524,9
63618,276
65397,50
40495,312
37391,413
50229,287
12769,187
53181,160
61042,0
9748,0
3924,114
17886,287
50032,483
30453,9
31795,344
17420,122
6548,23
8047,152
12112,344
33182,18
32625,352
49077,2
15745,5
29376,159
7156,276
21448,41
48275,6
24815,9
48578,0
6945,128
45613,24
9625,10
12997,625
33786,137
17999,344
5619,16
35193,53
30797,138
10934,187
21510,64
13079,17
39661,5
36334,652
32010,32
4061,333
49266,85
47684,1
42610,230
7786,5
40884,625
43369,334
6257,58
8148,85
7944,5
47395,59
11972,0
39080,130
35014,355
45153,138
15372,8
27347,85
42738,43
31274,73
4577,123
18999,148
51697,59
45310,14
14561,130
42156,122
29435,154
19449,9
28635,5
46476,145
50877,18
10808,370
65703,15
31830,25
48945,17
25755,0
12768,0
34969,69
30134,16
11662,19
54169,296
7176,154
20556,236
54506,4
7850,5
15828,154
39902,80
59737,276
51666,54
12422,33
13297,5
1801,160
14528,706
12724,240
58243,5
25159,18
25780,122
51956,0
42560,56
48399,24
16565,73
829,70
27138,165
46815,352
1206,18
54615,43
59942,625
27742,9
8013,6
10569,4
52979,8
31177,165
16364,253
13535,24
51099,9
6119,80
7251,25
17193,137
36952,192
54321,12
29313,38
14712,80
55256,91
42685,1
7137,299
27888,117
41913,165
531,26
26397,3
59523,152
36592,50
47994,38
31878,18
55970,15
41301,16
4749,159
172,58
34858,12
14116,0
26892,26
11829,187
23161,92
32398,425
50463,107
58021,218
31983,28
7803,236
23939,154
2740,5
45371,24
53485,62
24219,138
44474,27
19546,38
23378,47
22988,128
31130,35
40123,5
20335,15
24284,186
7415,200
5662,46
94,138
55275,107
52567,25
36627,429
45337,73
228,138
910,218
19491,26
49577,26
16247,35
11901,220
9736,18
29918,58
42876,241
21571,82
58002,50
10795,26
64442,34
37066,9
13633,71
11822,59
39795,257
2268,354
30559,22
28604,9
48692,23
2811,329
50954,299
63895,107
36638,4
61260,9
46205,17
37049,10
26035,1
38929,26
8920,186
48167,343
65313,17
46902,276
65977,16
17041,343
28232,107
41846,55
52085,5
36846,352
10057,0
38024,38
40810,59
18815,33
41962,23
18940,81
24080,26
41328,218
44561,17
15856,4
63096,16
248,5
64006,101
532,236
17604,5
53213,18
1767,18
23305,0
34538,42
3797,9
11993,8
12960,21
43117,378
7026,70
34617,138
34692,23
8745,354
43790,218
30756,50
17019,25
13685,71
26093,32
3589,269
50904,138
60881,23
7644,54
19943,25
20827,121
17802,82
32098,12
56095,237
17460,62
29712,22
65890,23
7218,8
67191,32
36227,22
48730,66
2777,25
41773,18
31059,123
5941,18
27116,200
10506,5
4640,253
1615,137
27505,152
49629,59
24281,138
39100,200
25841,42
41035,23
5085,56
54826,5
35545,378
7478,160
30783,10
10418,32
22723,165
10759,154
15458,69
10595,218
62271,4
62702,48
32510,26
4248,5
13940,1
21688,51
44697,25
5059,28
13950,45
49296,17
37139,425
2203,38
53782,50
47734,4
52537,9
58785,138
16498,24
42278,333
50646,24
30321,66
8518,128
20920,131
4590,119
13291,286
5923,127
27284,70
27059,79
64664,1
62053,160
15241,28
16631,5
47457,24
12475,299
4479,333
37787,5
891,11
8692,28
56399,51
25995,59
50658,36
53545,128
35894,44
39827,73
49011,74
17026,0
24929,26
7574,22
50999,4
30780,70
3522,22
53070,83
35566,354
18468,0
15348,32
29401,24
3768,269
11380,107
24888,296
34439,1
11391,5
39810,51
23572,33
29108,3
11524,16
753,27
45412,289
1822,413
19701,9
39757,1
63883,26
10666,230
30667,4
15591,33
20531,59
10923,4
54746,299
16453,299
34996,329
46181,25
9199,165
42069,218
48665,187
50075,4
46015,70
7842,237
39568,62
20782,355
14934,130
29453,0
18142,5
33541,49
1496,160
37330,25
27398,46
21727,5
36749,50
40109,2
53252,38
15224,296
3592,44
39469,15
18791,53
30806,92
8950,130
44711,5
46245,5
28171,26
52995,289
9206,18
34587,429
3223,370
427,35
26413,186
51601,451
15237,64
6519,3
32988,17
49392,128
13996,5
34125,38
36918,286
39921,62
18973,138
30300,165
17712,289
42792,160
12561,32
2686,45
27289,4
31125,92
57507,49
22784,24
66882,130
5786,134
33870,218
44308,41
21598,25
52089,128
8194,0
23001,276
17470,378
35430,154
20555,165
24831,354
53897,66
15247,0
18171,62
45286,5
39479,64
5478,117
45042,67
39364,3
28177,130
37112,14
35664,413
10283,312
56933,237
42431,18
49607,31
57323,643
1340,27
60943,26
56174,34
5715,138
53771,128
316,51
18265,92
5990,9
317,138
47975,237
52375,134
39443,33
31979,378
42681,186
45488,17
42059,354
36747,296
5881,192
53821,35
65263,170
28631,230
3023,47
54461,137
43502,227
4156,70
48694,230
41465,18
20397,312
23989,130
27396,49
53866,18
11497,313
26085,148
19493,70
25082,230
4925,170
2189,42
38292,85
7344,160
27372,3
28551,60
50142,27
46808,27
16098,9
54622,299
241,34
54385,45
39010,220
14343,137
65109,2
19927,370
31569,107
27148,312
20959,64
39829,12
26751,50
43637,352
32432,21
6786,9
36507,58
13018,55
62785,48
43284,9
10419,429
3608,71
48698,34
4818,5
64145,24
1181,276
46778,33
18032,47
61778,160
834,154
14914,643
38439,5
66150,228
52765,145
58838,160
13521,46
62087,131
54941,32
56143,0
28172,9
32255,50
12927,24
33355,26
40980,14
23206,344
7606,333
38739,483
24415,50
14103,352
6101,159
25403,121
26369,137
52960,24
37859,24
58341,4
21654,9
29307,152
61326,74
61614,5
46035,38
24710,2
41505,2
12578,70
38779,5
1369,355
26200,107
29924,82
58402,8
41056,131
4756,107
49007,55
16970,276
19192,60
62224,186
51625,138
43733,4
4803,425
53827,85
25519,24
23837,35
8661,62
52284,18
30243,207
34605,451
1098,31
20356,41
44199,11
52492,17
20928,237
26281,23
62754,138
44527,41
2796,25
55875,123
6977,41
28512,137
30495,69
48172,276
58843,25
47874,128
54184,27
23332,51
30858,35
5368,99
22317,33
54218,10
62658,138
65897,32
40184,67
12623,33
13613,27
33582,241
126,15
51663,26
551,31
60814,3
15751,70
29493,6
37865,130
1200,32
31708,145
28761,74
4719,26
42760,154
22887,268
54612,1
34316,81
34303,33
9506,56
61247,15
15735,18
5740,41
9355,62
46990,56
10463,0
1057,107
23164,0
30945,74
47458,18
719,22
21523,9
48122,652
43141,53
52081,378
35,101
38886,237
4994,60
22505,130
37704,59
35825,70
56863,47
32469,0
16437,159
18605,21
54151,643
15169,159
29647,10
13948,344
8009,9
57374,23
45709,230
61585,53
43350,504
59884,51
29110,24
175,41
4524,25
7972,344
20499,134
54248,121
21195,26
51844,159
9898,46
40748,370
577,1
20610,62
50416,352
38398,5
20676,26
56002,130
60798,71
31314,413
58506,227
26934,67
39011,354
8207,355
2445,34
13986,207
40643,11
43607,23
60711,107
23971,107
14851,652
50154,154
321,0
42902,128
51245,33
30953,35
66970,138
14284,192
47030,85
13580,312
9510,0
3543,425
11443,33
60764,45
11463,35
30538,49
36963,344
57438,403
29571,18
51267,257
31796,268
43737,107
62297,50
20886,355
24984,91
13681,1
26772,127
40993,85
36383,138
2043,137
60480,626
14721,38
52924,74
48508,58
52524,28
58775,5
8425,18
35619,2
32023,0
40013,69
17316,18
34825,5
30003,296
37641,24
6501,3
3750,22
21894,9
23477,64
51243,10
41623,73
51629,0
29362,130
39085,59
34065,296
65926,626
5027,51
11957,483
20409,276
39977,626
6855,5
6819,50
8859,333
49608,16
30026,257
12656,70
19656,355
58160,5
65849,71
66531,49
41977,41
19742,187
3377,60
5435,477
28809,0
25981,91
14913,22
53390,343
18813,34
46487,38
9054,61
47555,56
37050,70
3649,35
57324,56
35759,80
54737,128
66135,160
31082,64
38657,344
35270,50
44713,91
7107,23
44644,65
16627,69
1205,170
6615,1
61589,47
48579,352
30289,65
37947,60
51328,130
43108,21
20361,0
46974,9
38103,276
2958,16
15934,64
22402,148
2634,25
21953,334
61711,62
64871,45
28119,101
6831,625
54422,230
46801,32
23019,237
5612,276
38105,64
13495,35
9157,355
26687,60
2460,111
35567,38
33041,83
42207,5
15507,24
44891,218
7562,237
50495,333
51246,121
28543,0
44295,28
36014,10
39624,64
21803,4
44836,24
43460,626
50756,18
49944,69
43896,652
46144,121
27404,159
9646,1
26228,378
29390,49
15826,287
45883,3
32799,378
47266,18
27556,131
35563,483
41439,15
12582,49
6466,354
3463,18
23217,425
11095,66
2497,8
19112,47
36021,41
44702,25
26555,187
58428,35
38109,313
59660,138
17430,69
42921,50
39300,237
20254,24
38956,4
62498,289
6832,2
43309,122
11731,66
27794,21
33286,329
42594,17
44003,9
37967,51
48052,652
30202,344
7880,241
12725,1
44545,652
18183,24
45756,137
42642,0
12651,429
63711,107
22923,16
36225,334
16286,218
27166,370
4578,643
55494,65
7076,71
37293,371
11393,186
63772,91
67252,81
25956,352
19352,49
22547,66
40871,64
34534,5
41618,137
36126,230
43461,0
66456,35
19416,121
44183,70
45334,22
45436,0
32781,0
17104,706
47780,152
46694,117
16105,4
36886,137
20807,18
6963,2
17118,154
54045,6
45422,51
37284,5
54993,56
12443,41
67403,477
10636,91
51630,11
2725,44
50342,8
37008,11
63552,50
6168,66
5017,154
65432,56
4526,3
38807,1
26758,4
52291,96
47272,652
60248,343
47861,371
15554,85
27382,70
54408,69
24906,21
5872,160
50738,26
39542,355
46362,122
50840,26
47502,9
63014,56
8134,137
4390,49
52015,6
41340,31
51050,237
14728,36
57433,16
19574,47
57684,5
57203,25
47584,66
9189,35
22540,41
24979,18
32631,18
49818,0
7940,0
17533,22
50932,121
28782,237
36027,477
1415,0
49020,26
55028,165
56634,413
27979,50
21920,343
21985,2
48936,81
54858,121
52757,343
17143,154
23004,236
11489,47
65452,287
30240,45
62903,15
22367,186
53022,186
44044,165
8335,138
23343,38
24068,18
40820,329
35810,313
55956,49
57486,5
51094,51
10916,17
1550,312
6769,3
45237,276
44840,159
35717,159
53085,160
65854,38
29328,0
30822,47
55486,138
19729,276
34298,64
47648,192
50224,227
13361,1
55623,24
39629,0
47437,652
21739,11
66308,154
66838,47
11975,22
31252,18
26032,192
61786,14
41317,137
21845,66
46424,10
43873,48
17390,70
32701,43
42331,228
7598,22
64628,85
11194,18
27547,41
17115,18
52852,626
14608,66
28100,15
34567,16
42167,70
38275,186
25777,371
52584,9
2545,25
2400,67
6770,47
12460,160
49793,26
24132,312
12234,4
17820,137
3027,289
11503,6
61316,130
413,26
39687,24
48739,313
14695,64
60804,117
50084,159
39383,5
5262,4
11474,253
60141,56
8005,18
29875,111
15200,137
31544,107
8433,160
22188,35
10983,344
45165,50
39947,354
24346,220
21699,313
42488,46
16281,9
21142,121
42030,101
15317,138
33742,50
8991,44
31667,312
675,187
2261,313
43417,2
30672,35
264,51
22381,42
40031,413
2872,85
2830,35
49341,55
44937,0
5404,10
50457,17
53410,138
44677,32
37449,0
58627,8
7742,41
29417,55
55804,131
27803,9
41767,58
23688,236
40500,27
34588,66
50730,32
14154,268
6099,160
22815,70
48983,32
13452,121
23692,50
5979,9
28611,130
23181,73
5287,0
61341,343
25836,4
16712,23
48584,354
21693,355
46467,25
67649,101
17405,50
38517,344
37390,127
30107,24
27025,23
37052,51
31702,14
685,313
2089,371
53492,9
20638,15
28977,154
13328,55
60020,343
20237,73
40177,32
7672,26
10913,18
9517,334
43529,14
19084,24
2454,1
3679,4
29823,22
7024,26
39719,24
34701,38
1846,121
48968,5
33508,425
27952,154
18255,82
49913,50
10924,18
53677,17
16602,47
11340,0
67253,49
33616,170
41394,12
62533,45
21705,23
28067,64
64474,296
2730,160
63966,69
46390,192
13189,49
32085,50
53211,38
1456,80
18190,69
57483,73
43673,625
19047,268
41503,67
62044,74
8524,160
26139,9
41617,28
47769,268
26055,5
18485,334
471,18
30675,343
50350,413
67308,48
27134,56
44065,355
49114,286
21450,47
38343,32
65231,83
28520,119
56756,35
22156,5
32864,56
50952,477
24311,70
19918,0
5206,64
6394,62
3966,25
45713,287
964,25
10640,276
59229,160
53468,49
42918,38
13017,47
50042,85
61256,56
41474,355
41541,148
41498,66
60200,28
34695,80
38377,41
52167,45
42085,0
64324,61
36679,70
4825,131
50695,236
44685,354
35310,44
65556,5
56831,17
18751,47
26419,56
1648,5
43224,26
31638,26
5485,47
13530,59
40531,625
2931,26
22627,34
41080,6
12788,33
41676,4
