Image,Label
12753,813
46495,410
50519,393
10045,531
24162,16
4310,28
8391,410
28105,54
22056,497
27425,941
47016,630
18768,591
31563,305
16477,29
62206,33
62914,19
43882,538
17582,243
48232,522
21033,197
18985,224
59218,755
5347,35
30138,391
27602,373
10639,2
42651,238
31648,517
42752,699
43145,141
10129,297
10669,4
64999,224
14813,463
40671,368
13098,857
20999,916
24308,41
2192,711
1470,383
62198,13
37986,80
55172,661
2489,239
46101,112
56871,618
9268,191
56366,859
24232,366
9243,351
64625,663
55806,149
65427,103
19359,116
17764,409
15126,235
7841,567
23123,331
45107,859
25978,375
58031,789
51837,373
59879,381
51832,78
24621,251
19902,857
26329,92
26383,204
43323,780
29297,575
11019,594
61193,410
29369,576
56129,8
60584,143
44505,353
553,630
30598,132
63666,366
65909,42
12369,104
38763,855
10010,8
60261,621
52940,505
5441,15
40507,104
61769,147
7637,514
66802,109
4921,707
1094,490
14542,417
25940,553
19986,96
63195,255
42332,1
16837,785
8315,497
39805,693
6982,26
30653,318
20495,610
66066,75
11865,505
2873,343
38411,10
22761,526
48125,211
53379,244
41790,709
9320,271
26396,87
64772,152
33472,624
22738,597
25261,418
10704,229
49741,460
460,870
38969,9
62182,566
51042,392
16873,177
22589,115
10118,390
37561,523
40143,665
57744,232
10338,21
66274,132
20062,57
65819,125
526,144
23764,941
59694,443
56770,293
58721,301
11900,5
63515,657
56931,691
66499,201
27815,605
34178,953
7244,421
50206,298
28238,426
10443,586
46386,190
14989,5
66428,2
23830,332
3686,241
47156,702
8682,2
62763,13
67800,89
65633,892
22476,398
29400,201
39834,203
13539,308
56587,348
32968,297
25599,524
55370,36
189,42
4913,215
14149,468
16147,389
8428,380
4254,169
21954,232
26230,35
37340,206
62631,20
43566,71
49858,495
25361,156
2359,1
32437,333
8183,426
7568,358
49647,387
56131,88
3680,780
65629,275
4840,748
63797,734
2984,242
67754,224
1560,884
65555,452
33775,157
66290,171
66031,510
17062,345
11770,271
42206,310
55017,200
55716,271
42892,323
18761,393
37471,321
18568,9
65380,559
39267,915
38573,873
21669,872
41552,657
9146,554
62682,271
16227,53
40107,594
20637,887
17726,567
18739,110
54934,332
5800,880
46651,565
56252,136
41802,540
62683,596
10868,265
33463,445
13077,208
30881,104
4670,452
27182,176
26968,90
42780,201
34659,383
1988,267
59695,297
66648,87
24726,13
15177,391
38756,106
24862,264
66877,912
4059,436
49397,29
50813,77
8424,211
43561,15
30933,250
45823,519
21535,90
18557,182
37267,156
45210,446
6126,716
58975,279
5230,682
9559,217
35421,947
3148,72
39714,140
7824,70
14065,44
22219,223
7521,109
3652,272
1873,581
16125,189
41825,19
5143,282
10776,204
9718,162
29722,528
61350,390
16863,143
64887,272
22825,142
28792,744
1979,82
27497,401
52800,146
38144,593
34010,365
35162,19
59143,162
46958,229
12746,480
64953,619
16683,409
25305,351
15728,899
47687,72
54915,765
18857,11
2807,549
37729,260
21215,39
56543,204
29829,65
62809,76
6842,360
50748,369
59162,162
51975,188
783,19
58463,515
21197,608
15109,367
22178,113
14656,390
57143,263
2438,135
43937,417
31350,578
61517,235
61228,507
40116,92
27632,331
67672,835
62600,176
8964,747
6378,242
65741,113
44769,67
30393,757
45955,20
28902,466
60738,304
41152,655
56882,851
12314,81
56249,20
7330,127
17066,345
42449,561
38598,4
18082,527
13977,98
67666,113
47916,40
26376,48
43494,794
61681,0
16514,16
60287,87
6799,642
62925,249
23095,1
63931,266
66629,328
43749,718
39439,809
54544,267
54957,202
51604,113
31607,93
60907,388
46022,343
35726,11
8764,454
48276,8
52460,760
25062,642
46575,269
26651,208
5751,194
50826,278
60621,793
42868,384
48832,781
38688,382
12587,721
37101,424
7960,51
13927,65
23999,75
55759,167
36675,771
60506,40
19060,709
14276,576
48003,859
20725,872
54780,729
44892,872
418,245
4062,21
41333,181
61498,82
4318,435
33171,516
12776,854
52248,292
63453,380
24820,220
47199,118
19983,232
54796,233
27747,43
4727,505
15138,115
2906,68
46263,87
31523,362
12214,241
39195,796
30100,783
40321,363
28189,544
22646,105
65049,0
50790,81
158,397
27647,501
15786,179
34105,743
1056,16
12148,337
23749,82
40832,529
36717,231
19022,13
26685,279
26388,567
20289,269
3417,16
55508,94
58670,772
3602,214
11105,362
17966,717
61633,226
26536,39
66917,102
46719,173
32826,529
19214,93
27089,179
8996,290
1150,905
30220,253
59664,507
35367,280
26888,188
44392,476
60330,66
25765,22
58504,543
45542,527
66165,398
36536,242
67583,68
9205,258
9993,269
4146,32
64808,265
17773,525
53998,137
8880,565
16657,803
44863,161
27146,315
61869,109
64472,639
9577,832
8394,887
40138,35
37794,782
6294,280
8767,798
43638,98
9797,34
16555,702
18756,118
39970,13
45347,46
19673,143
62394,170
65402,305
4814,251
58753,303
53647,220
24882,732
46609,364
22466,158
23516,40
222,19
20691,172
66479,918
3833,194
28257,401
67432,755
60437,279
8902,222
26363,149
36594,65
27424,428
46132,158
55220,716
14175,356
23991,586
62511,87
57040,697
58183,136
42480,81
7317,314
2813,711
12455,180
12039,103
30982,151
2864,414
28231,213
27968,637
40369,307
27721,229
29843,407
23317,390
45871,195
9099,51
59899,241
15226,40
34350,598
44502,360
32481,251
6529,46
5358,49
58555,179
5342,498
2405,359
1703,754
56555,687
7703,917
40971,693
19358,202
24750,219
65189,2
55780,381
46749,217
41260,82
38128,671
49355,476
63228,169
25189,150
22535,84
1083,170
59286,261
35942,633
27570,356
67426,381
57193,106
38774,87
3259,435
11207,53
28003,136
64555,663
62189,2
55964,120
4988,12
30705,3
51467,565
4155,421
25793,39
11875,259
26938,661
38046,103
3871,356
60608,45
32672,357
65047,292
7535,17
62014,149
47826,56
3765,219
20434,73
45063,329
11530,336
5694,92
65908,648
64103,952
30922,946
12017,58
25527,212
466,690
54155,111
36488,811
46447,493
67313,292
25846,93
25090,236
1657,279
50330,892
13121,676
29076,76
34763,486
42456,211
6395,183
42813,641
43700,61
3992,341
28530,325
57006,895
65504,185
65949,314
32072,280
15558,303
58553,153
66264,523
60364,356
15234,189
48456,212
27785,793
37643,133
21038,330
33895,117
42149,742
46992,163
54776,92
46309,895
29058,431
65394,784
59235,225
58254,144
52146,57
49520,16
39803,414
29330,39
40162,925
28286,29
64733,211
54972,212
52456,129
66255,169
29614,295
53215,19
55223,657
10066,440
46628,482
47571,350
28157,383
46907,277
61403,37
17524,191
31703,533
66037,63
63653,675
21813,199
21191,828
23620,408
41101,452
55506,100
67181,109
34625,253
2083,242
28197,539
45735,503
49318,783
6467,824
64326,669
18854,742
14692,641
16380,851
52217,377
54474,331
24806,60
40677,113
61382,422
40777,215
3888,34
24012,333
60119,136
6552,310
47324,194
17255,402
16540,248
60922,675
66647,615
62065,194
58216,416
17611,226
65831,21
41336,75
9714,156
755,233
33078,860
25500,576
58407,323
62838,733
26844,384
8082,851
40341,316
63289,468
18449,437
51960,68
37084,742
33131,29
8532,272
12347,492
1618,118
12239,231
63514,449
61166,904
2317,294
62708,223
34258,153
23979,353
40354,350
66393,401
64868,212
39963,239
24197,48
46620,161
62150,950
40190,508
43285,756
57272,195
4720,597
39585,656
27314,412
18534,891
43949,414
50745,634
62426,171
6447,15
55169,211
42922,548
3611,419
57426,29
9400,288
6656,560
58172,431
8860,616
27788,585
16289,495
37731,476
6293,147
27439,123
45703,934
58878,459
59465,452
41859,585
29654,32
47508,21
56025,13
27812,63
51128,562
32487,234
45221,437
59092,225
67653,328
49279,30
43015,581
37137,559
32358,790
8209,16
56665,418
43389,459
24231,919
25973,947
23707,81
30546,110
53570,93
29544,72
22490,28
43484,63
40981,404
29368,156
60981,57
48163,30
8175,69
64498,202
52166,734
12804,72
54353,59
22530,437
54415,536
36789,50
58019,594
11434,557
52493,75
48924,550
38533,748
51202,133
60463,624
43243,513
51064,113
62417,281
56222,190
35827,201
60502,707
47028,235
53266,380
20172,0
11022,51
11811,267
12722,19
59867,600
43665,104
50212,42
58451,332
63127,807
24752,548
39373,181
62549,105
42647,428
29844,420
32032,168
40908,114
59314,742
14768,0
21820,191
67165,89
10620,13
22668,535
44429,305
46553,32
54425,284
11401,116
4926,67
3231,637
1502,692
12179,364
52123,167
55818,76
24638,373
31133,412
7991,152
5763,53
57603,387
63616,1
3334,246
47642,65
6397,723
5975,28
47619,515
62006,545
30634,674
54857,181
16237,795
20500,686
61191,72
517,136
47871,784
32277,211
49263,405
33098,244
33111,513
36503,87
61636,345
62061,251
39184,650
7631,781
67749,776
46767,666
34253,472
65116,216
7652,95
39290,235
2005,229
10466,76
30513,131
31322,37
35009,302
6430,587
24700,501
36032,624
12965,633
28404,141
32751,10
12007,671
19958,517
42544,542
31933,214
13935,245
12574,112
50926,132
32211,20
25806,20
45298,109
47001,221
45714,646
58410,273
2584,179
48651,688
41690,931
374,562
13695,19
65637,283
29392,13
3905,119
59611,409
27261,886
42166,674
44451,323
55812,204
57634,319
57950,457
54994,149
61878,151
58309,396
37113,151
58649,169
40136,534
15478,318
30219,35
37667,48
32690,787
67581,115
59855,82
21496,901
29818,176
18089,428
41763,83
34496,657
59095,719
49185,155
24723,109
857,17
15908,330
2581,272
51810,222
26860,327
43549,795
35750,80
45642,496
34564,67
33245,14
28412,151
38038,45
38659,44
10930,232
257,281
32873,143
2159,269
66581,118
10318,141
19244,534
45001,76
26553,97
23650,659
38060,211
5306,36
35790,29
57942,627
60274,394
45670,266
59851,801
11223,204
55335,415
28710,83
62437,940
19898,78
64870,793
42056,365
51920,381
65179,222
36648,385
63339,252
48085,112
40714,83
45388,142
32830,920
42412,26
10520,540
43331,742
50699,157
28387,927
63502,719
16467,141
58474,765
49927,894
7460,490
45450,745
8872,13
18396,791
7160,573
14977,246
53440,608
45599,503
14189,321
3687,375
31556,369
15222,80
54850,305
928,81
32869,224
29793,336
8640,559
65200,509
19348,262
32414,457
53511,39
57937,143
22790,274
33802,193
30878,153
5955,153
8422,203
34057,3
16345,92
23167,576
61252,654
21862,53
44452,303
27418,34
9347,277
54402,1
64440,87
9892,63
67760,226
20998,833
24913,32
48471,481
20402,235
44913,65
39455,829
38686,392
28129,619
7925,89
10800,3
42072,13
67354,515
23894,375
59220,609
59673,302
59745,274
33300,204
61803,83
12116,36
10689,583
12705,450
57048,149
21808,158
64706,456
7610,761
30715,30
62337,618
14129,122
46373,904
48718,600
37132,475
34785,493
21950,424
59973,212
63918,501
67140,81
63559,125
25736,151
59518,221
8696,641
40405,172
26316,386
5074,24
37777,31
5636,171
55002,118
42395,69
59428,744
60446,162
13058,14
37146,190
46656,498
59962,265
46240,190
67211,357
5980,283
20583,356
51679,21
53202,889
45443,791
65547,11
8542,374
18606,153
54421,172
5324,619
20892,241
31276,380
48555,58
8325,164
42082,708
32750,197
60715,92
7715,155
45439,905
9841,280
8498,206
56919,602
35613,798
54454,315
56640,765
46903,535
8137,75
66957,29
24335,364
20034,39
30180,939
61068,82
56591,304
62119,0
56393,321
44747,174
24134,782
46813,391
34281,0
45675,282
12404,315
33830,358
65697,630
2388,34
17414,269
10054,583
20116,118
55393,63
43267,10
53919,538
54183,245
62317,132
64384,173
10119,42
50783,438
56855,263
17689,867
67161,469
8858,607
43879,67
33726,37
28766,166
411,688
62111,213
22025,601
8484,3
59206,45
7515,178
27348,215
46336,15
14776,779
4423,105
51823,428
11100,809
50119,570
62369,305
29913,3
56083,39
22037,696
41286,799
22792,2
51476,76
56760,364
51443,79
27926,41
66378,536
57150,65
51646,476
39436,774
20571,646
31175,185
40135,699
56233,459
1232,663
25557,392
24283,443
63459,627
7860,474
20311,662
41917,14
16549,812
12299,771
13698,834
25894,325
49715,928
19585,292
25354,321
22695,480
46162,646
67025,261
3352,585
48711,114
39664,143
26648,534
39750,687
64518,453
1632,132
67043,696
20270,601
62582,490
53918,77
35580,199
62304,339
34928,194
15236,53
59058,42
51670,402
63232,141
19647,604
66646,438
38379,311
29259,584
13445,275
38206,520
46145,324
8343,512
43103,236
9896,463
65470,923
53432,3
42254,585
55127,681
43441,365
17084,211
5709,807
65487,386
2524,530
47567,233
28991,95
50822,560
42807,248
43097,232
3630,103
49053,385
41586,409
46072,318
29358,34
35482,280
41771,48
21916,520
15911,214
15251,3
24057,321
12395,99
50168,348
24380,135
56660,382
39105,750
30364,386
33752,907
9191,229
33211,455
24427,317
37672,169
35779,6
39728,720
27441,751
5813,656
33,290
64325,685
5477,547
14099,146
49363,164
19825,351
6064,45
27386,156
47829,601
26317,90
45415,65
44349,318
44244,382
34486,44
53699,226
10357,16
58435,102
32655,199
3749,767
40652,412
56433,36
43352,293
24520,611
25406,269
62638,104
21670,463
38750,37
24715,882
12442,578
9689,42
8582,172
14868,575
5924,553
48634,456
7512,259
60676,113
46233,751
62290,129
25180,0
34653,125
63268,277
44095,403
55240,153
17064,302
542,166
32364,565
30358,493
7601,593
45208,328
26766,251
38058,2
51806,502
34344,596
6720,945
28884,295
55813,20
46820,333
11715,733
7425,917
59619,329
643,825
60110,206
60986,251
668,17
61251,798
7255,246
2491,795
4904,26
60780,348
30083,81
12513,75
9766,171
59639,511
43104,190
32841,242
48156,498
58328,234
20224,868
28262,90
11243,171
28342,97
44294,405
52364,118
17461,593
63566,203
45413,735
6300,283
18206,4
43768,597
48717,606
6347,298
49194,754
12543,565
32734,331
20589,102
2856,765
6464,226
40468,197
42993,4
39950,102
61922,462
39428,205
12003,457
19968,259
51414,190
40496,231
52365,109
58543,361
21935,444
25768,51
51972,328
525,564
3976,256
35250,66
61230,323
12254,776
4920,554
66702,302
34014,372
9882,357
51352,875
43895,541
24863,40
36336,72
25573,305
22441,934
35983,322
19992,806
13026,762
42333,438
6605,399
63422,190
63326,452
41509,17
60946,103
18031,104
23301,494
5373,892
36596,92
2719,421
21298,42
45722,319
11015,250
45100,860
46069,89
8423,294
35404,179
3232,602
14268,718
35584,140
41095,264
34988,26
26162,362
11867,555
6219,407
30648,101
51044,603
64495,106
1732,223
52373,756
53660,198
30813,111
44318,103
63438,699
20624,255
52814,285
47556,367
10980,96
48407,512
53166,236
142,231
28385,571
42049,208
39392,75
46115,531
56138,556
49655,373
39029,324
15922,821
41735,30
46507,112
24530,398
66521,914
29419,231
7253,23
62829,90
45239,81
49317,39
47421,141
58827,602
44692,14
64007,833
51411,197
41852,15
15320,351
38559,191
5405,194
62492,280
64283,774
12635,39
56789,409
56852,40
55933,280
45738,382
45300,950
6685,191
31709,89
6308,311
20089,89
18572,273
65863,246
26503,635
23509,544
64206,859
59988,882
61994,76
9992,468
46643,197
39124,11
30433,4
9495,2
54713,436
65264,336
62661,157
59620,11
12178,10
20394,203
56713,266
2406,303
43205,881
31799,307
56822,164
6952,267
55823,436
64595,517
31010,459
52796,155
40217,944
42826,330
46962,476
56886,3
3064,350
42289,92
18218,65
33256,772
4397,58
10782,211
40269,10
51867,507
57254,26
38499,427
17668,242
58473,248
39194,256
4462,423
7697,115
64341,739
34862,182
44290,213
64494,754
45491,514
34539,208
65372,249
13828,214
8594,20
38638,60
53538,879
41600,1
13608,179
49128,386
51519,692
54662,212
64089,313
66473,212
53218,89
53903,657
57088,24
63253,164
54726,7
48065,204
15894,525
14314,113
28443,845
32612,90
47051,295
41764,697
53662,217
63600,611
29311,295
24519,189
32629,147
25869,274
25497,688
756,517
23933,37
50381,518
32560,645
49453,774
1247,256
42125,399
26718,717
28592,107
14068,327
35018,887
30211,217
9899,338
34074,136
31932,180
61180,2
19566,254
23940,556
4037,36
58767,491
25594,2
49886,365
41025,475
64879,480
47902,263
61758,250
27415,95
40120,34
46831,610
14153,439
25999,292
29147,590
5987,211
20887,96
16501,279
25035,880
46297,669
37221,34
52310,135
7828,14
27183,529
15694,676
25400,453
54365,109
36221,221
43676,731
67323,19
10407,367
19026,109
38133,600
8419,503
39798,92
46450,236
53205,400
46307,120
9354,478
5617,368
57298,233
58268,873
30570,64
48070,60
40626,516
48771,365
10694,68
52144,513
8816,231
56004,552
38887,203
8300,312
63568,465
28829,856
34841,93
9582,646
17047,764
61577,679
47624,513
45102,202
63380,112
49985,104
14054,506
36719,741
54019,281
14729,598
16221,433
5343,282
34627,700
63822,84
27693,426
1065,336
55136,567
62035,324
35824,832
27211,44
2287,393
13467,295
47195,110
13923,456
66385,859
20631,112
52273,265
55206,642
67230,92
14118,77
24962,554
43105,838
67234,112
4190,0
57114,221
46497,17
10492,8
58467,541
41522,114
1385,407
4685,392
27875,618
16342,78
37121,683
50059,4
64365,476
62245,366
33596,129
51771,13
66546,349
63968,297
41374,175
19345,111
8493,110
60017,81
65291,951
56768,89
45534,669
38554,4
36292,247
37224,183
52974,203
11596,608
61927,621
8635,13
38186,213
12102,832
31118,602
39227,576
42574,166
13099,263
58933,11
29788,213
35633,613
47558,556
64361,221
53624,392
55129,786
12360,295
8373,368
59137,644
17167,576
17096,703
56471,15
28190,224
48350,143
45935,61
30803,112
33469,307
6213,56
55091,405
62745,675
16654,279
18457,180
57481,164
14244,21
12986,54
57678,94
23790,194
26213,422
58853,489
14024,521
8812,21
17122,807
47332,918
37528,279
31325,690
24667,212
8669,188
35994,427
405,705
34060,339
56824,224
37348,175
45915,914
48373,485
11,29
968,444
51816,390
63873,181
35160,323
44096,68
50133,151
20861,87
15616,907
46966,318
16401,314
13501,110
42381,375
24298,519
45565,459
27595,780
31458,925
23444,434
31971,222
13665,919
48318,297
59170,834
37183,34
48557,581
67674,540
54527,273
1226,42
50967,579
20211,365
53373,108
55325,208
49995,221
35470,13
33599,56
61770,915
60849,151
20350,678
13881,519
62939,39
5918,782
1035,464
36568,264
51532,29
48802,389
58010,528
59461,730
29255,21
65211,221
55700,811
64875,457
22,75
38931,262
55686,831
53764,68
27147,595
16593,141
47896,72
12772,732
60441,423
37451,693
27266,273
43961,927
2951,704
27341,275
37978,3
33818,369
11663,79
61250,419
18222,570
54804,659
10739,635
11144,201
53216,17
1882,872
10849,667
29193,19
31229,884
56262,367
15250,13
37342,649
30926,426
16235,235
36625,510
63034,304
9222,79
42579,147
65652,61
52267,79
65654,224
65320,224
59382,114
33467,486
55585,119
11752,57
34196,736
29487,741
16252,123
39565,83
42822,872
26849,377
2303,393
2791,57
1239,74
17699,934
36129,596
43612,619
42812,348
9662,190
55204,751
9699,817
51100,29
45867,502
12870,337
32601,302
42390,164
19069,536
11996,927
45969,146
37131,168
9301,95
36034,372
5991,441
54967,76
27510,935
7007,861
62544,221
62103,125
38827,13
48433,141
52588,595
67778,648
12628,280
60262,68
22926,323
4065,448
25563,645
34482,310
43780,632
37205,106
60518,880
66487,141
25252,565
34873,87
5483,343
42248,931
42832,301
4846,459
2919,681
50161,158
67272,832
45787,335
46982,156
16439,939
62455,325
15610,348
26328,744
49917,141
4829,392
41410,513
65562,390
3567,8
58715,19
201,220
7167,155
64372,129
22304,914
27975,316
62805,601
27984,468
12432,292
50252,29
16081,199
23057,529
64995,498
53925,601
55142,77
18924,723
50448,891
10234,184
9281,543
7967,532
36542,92
11899,784
50066,448
55808,239
16383,54
38089,391
55833,150
42140,527
24078,531
60890,11
19896,456
48150,17
25895,211
50050,270
4572,96
8879,512
54199,400
61508,179
24548,65
58794,553
24248,105
5166,145
67204,77
50613,298
59904,147
26059,613
22305,187
44521,90
8952,215
34857,79
8387,658
50770,440
16621,923
19557,10
10542,527
34458,387
21570,464
8061,599
14687,223
56372,718
17127,615
51119,400
56430,75
1614,485
65727,901
49709,10
66361,580
61099,144
45701,818
27580,205
1874,554
58317,418
45747,702
35355,19
14249,275
52880,156
7781,176
35787,373
60382,380
34191,552
9731,63
60168,121
14823,729
65601,189
41997,125
26466,139
38609,80
18217,411
54521,139
10834,28
233,4
58978,249
44864,125
42302,953
30405,79
52275,29
29795,33
55958,72
38022,587
43347,280
6707,24
67512,141
149,198
13431,349
66924,150
650,390
2014,168
65995,358
60309,13
50490,741
62945,3
2596,234
39129,211
35569,363
24510,2
10761,241
32856,871
29478,132
42517,137
58174,466
66673,610
54540,384
65257,42
57572,15
58171,110
32225,615
8847,90
15721,597
21329,332
35214,557
17767,144
10117,901
27245,455
3237,616
51281,756
51574,19
62071,381
55738,774
24794,414
9775,501
23394,358
55505,204
26307,117
64530,76
59063,34
41201,63
49,902
50218,554
1511,616
42864,12
43471,585
11309,168
60918,677
27522,75
27400,409
62588,361
14231,152
48145,802
11742,262
56832,345
44889,219
14924,698
17682,362
8015,126
64501,616
21982,261
50417,247
39028,496
33083,655
14670,327
31577,559
2667,80
59573,560
16988,295
27185,866
30439,214
36307,168
50874,619
67580,115
46403,439
57258,223
28439,687
27067,37
42682,277
22029,194
42104,177
19996,446
9279,164
57921,81
50314,343
40016,390
1162,180
16526,195
28098,500
53104,516
55265,541
7093,539
52261,71
15220,29
17771,347
33838,260
57748,541
31284,157
63932,141
48345,598
27880,347
26351,616
12546,252
13176,541
41743,616
13813,83
53179,120
29399,75
34579,641
59802,250
63602,278
32090,710
44528,46
19895,261
41664,614
5044,394
37333,156
50171,225
24612,663
28055,433
37317,358
6463,868
13435,368
20669,255
9696,29
53786,245
35719,514
3143,439
28477,31
65604,113
26426,274
36472,779
65837,153
46416,13
17567,84
63173,494
5734,96
57800,674
45125,256
19657,438
59165,773
29955,688
63955,25
23544,42
53796,881
30606,621
40174,801
7044,277
35343,221
59775,77
17458,59
7134,162
23468,157
56280,36
15142,176
56089,469
5778,294
23924,398
19548,491
64560,646
39740,96
12727,201
38166,620
7761,195
54451,512
58538,68
29106,190
57398,469
31085,246
44113,35
21745,265
31253,149
41850,459
29650,199
62368,61
53417,174
60684,377
705,611
1893,397
56173,493
30851,502
36533,700
27395,221
31883,167
66795,251
24682,10
49682,492
39363,7
35951,68
61949,229
19540,16
29020,633
66323,273
51078,655
51229,105
54011,229
57195,328
11234,66
3796,359
42464,42
15835,728
53668,19
40712,448
39735,320
30642,231
41606,141
24549,434
23012,31
30687,548
51030,269
39071,937
48423,260
37122,102
38199,81
24225,431
53965,101
40800,426
38314,38
58462,901
46623,262
11273,307
13871,233
59947,339
14763,521
1686,205
27722,646
14308,153
39292,866
58392,317
40195,301
21754,479
51981,895
55245,279
1079,462
47695,10
3085,682
63524,918
46026,468
38824,226
17098,945
46368,6
57322,446
60909,232
50842,637
60677,851
1383,203
43945,15
60511,522
42194,103
1878,32
22979,440
16794,294
61901,648
35062,151
13317,11
23285,532
13640,74
57927,120
29653,249
67510,188
35472,13
63385,191
52565,188
3985,564
39828,115
62630,208
15060,403
55654,71
41088,32
8262,469
49700,120
22430,709
55466,72
58842,161
65767,104
20553,76
43330,56
56385,163
15148,527
12950,602
50597,383
55109,19
2890,955
63864,273
5401,213
35348,683
5856,124
5916,552
26724,397
53621,40
53204,181
49719,38
24060,36
8172,205
28374,663
33066,82
21714,219
48063,267
63546,84
35484,402
18116,525
27844,21
63393,576
43289,464
64727,250
22553,2
12378,167
2476,874
16656,588
55904,524
67170,87
21178,558
28584,265
51379,600
25155,448
3906,259
66337,613
3641,163
40130,297
73,244
24471,738
18817,868
65510,17
66048,852
47112,353
41555,607
49557,250
3195,212
59613,399
34985,726
9515,416
54324,325
35836,678
62542,77
51214,644
42365,171
64207,194
58349,113
49847,150
19870,282
62742,198
2969,609
63847,568
59475,883
25509,843
26755,358
60475,306
3605,223
34463,84
31978,183
34870,446
6798,156
40131,565
9026,277
530,769
57556,361
54028,803
1777,906
36849,40
10062,770
36797,821
65749,801
31026,86
31553,393
59759,120
34623,36
57020,618
1755,248
34983,39
67378,578
5481,761
11007,11
14792,261
67440,177
40534,5
2205,190
60022,736
4362,710
64640,112
40771,397
39144,185
64318,198
56431,76
55450,43
1596,234
53348,177
43620,124
51834,632
19148,647
18152,144
64355,422
29174,822
39738,389
23168,298
1018,350
60598,240
36901,285
48169,42
65762,679
60590,132
29270,272
63367,880
26405,606
8249,414
54750,13
13408,221
37416,914
7439,2
12217,284
33813,321
51551,118
15216,235
60225,546
43234,453
1992,407
22410,181
61009,77
36733,197
66086,633
57327,187
20262,15
17558,20
40439,260
67287,657
28283,467
49055,439
35024,364
37124,749
36987,157
45058,167
15194,31
13085,708
42751,493
58654,272
3828,615
11449,345
3706,918
54989,462
9096,336
41241,82
9816,306
44471,15
25921,424
1431,308
20991,31
63159,423
50899,788
8627,140
63147,784
51861,78
30476,322
65080,262
61127,294
10195,31
30745,147
54054,336
17871,224
66929,695
57983,54
10388,31
64669,753
34515,656
34161,294
63110,295
40697,47
45319,109
36710,435
22637,264
52198,186
26839,560
27845,42
56801,215
32703,22
16626,331
19660,98
26406,173
37086,757
807,281
27079,709
50028,390
6827,199
28179,164
6884,220
11342,390
4771,234
9824,638
66204,113
34172,634
57458,79
36650,388
3369,221
3993,776
11209,10
61980,72
22677,194
3020,250
60806,798
19904,379
31728,20
34263,549
63340,703
9833,697
63981,440
2442,534
39715,610
34691,23
3902,77
41712,103
57222,113
4599,169
23852,592
14854,368
42729,616
2663,242
66722,238
11981,64
41597,616
55156,388
2003,713
18907,217
27034,552
53163,455
41683,68
49188,242
23770,30
48619,854
12341,911
5204,402
18918,791
63882,94
17790,212
61432,472
6063,392
52359,293
52150,883
11842,502
37642,180
52564,189
42191,725
63132,273
10999,782
31084,505
21163,110
5552,688
33172,871
3062,33
45665,422
61639,83
34596,34
34487,319
34655,646
45808,436
44216,264
16685,337
66426,641
26808,57
15816,427
54523,40
22234,567
5436,776
41621,3
48326,308
10869,594
10981,556
46785,340
27246,80
34804,906
32883,140
8663,167
51971,70
18213,725
24661,184
4411,428
55152,419
63235,42
41091,707
30482,5
33810,242
66336,259
29830,43
26644,110
64276,33
6393,583
28457,511
37804,166
12508,727
54738,96
29430,671
